Value,attempts,intercepted,susceptible,secure
0.47,997,0,0,0.47
0.52,998,0,0.52,0
0.41,999,0,0,0.41
0.55,1000,0,0.55,0
0.47,1001,0,0,0.47
0.49,1002,0,0,0.49
0.47,1003,0,0,0.47
0.52,1004,0,0.52,0
0.5,1005,0,0.5,0
0.57,1006,0,0.57,0
0.47,1007,0,0,0.47
0.52,1008,0,0.52,0
0.56,1009,0,0.56,0
0.44,1010,0,0,0.44
0.56,1011,0,0.56,0
0.6,1012,0,0.6,0
0.5,1013,0,0.5,0
0.55,1014,0,0.55,0
0.53,1015,0,0.53,0
0.42,1016,0,0,0.42
0.44,1017,0,0,0.44
0.59,1018,0,0.59,0
0.39,1019,0,0,0.39
0.5,1020,0,0.5,0
0.48,1021,0,0,0.48
0.45,1022,0,0,0.45
0.49,1023,0,0,0.49
0.54,1024,0,0.54,0
0.44,1025,0,0,0.44
0.46,1026,0,0,0.46
0.48,1027,0,0,0.48
0.58,1028,0,0.58,0
0.55,1029,0,0.55,0
0.42,1030,0,0,0.42
0.5,1031,0,0.5,0
0.47,1032,0,0,0.47
0.48,1033,0,0,0.48
0.5,1034,0,0.5,0
0.51,1035,0,0.51,0
0.54,1036,0,0.54,0
0.59,1037,0,0.59,0
0.5,1038,0,0.5,0
0.54,1039,0,0.54,0
0.54,1040,0,0.54,0
0.51,1041,0,0.51,0
0.56,1042,0,0.56,0
0.55,1043,0,0.55,0
0.48,1044,0,0,0.48
0.55,1045,0,0.55,0
0.53,1046,0,0.53,0
0.53,1047,0,0.53,0
0.51,1048,0,0.51,0
0.53,1049,0,0.53,0
0.55,1050,0,0.55,0
0.56,1051,0,0.56,0
0.44,1052,0,0,0.44
0.47,1053,0,0,0.47
0.47,1054,0,0,0.47
0.56,1055,0,0.56,0
0.49,1056,0,0,0.49
0.49,1057,0,0,0.49
0.44,1058,0,0,0.44
0.53,1059,0,0.53,0
0.48,1060,0,0,0.48
0.53,1061,0,0.53,0
0.52,1062,0,0.52,0
0.53,1063,0,0.53,0
0.55,1064,0,0.55,0
0.46,1065,0,0,0.46
0.53,1066,0,0.53,0
0.6,1067,0,0.6,0
0.56,1068,0,0.56,0
0.49,1069,0,0,0.49
0.53,1070,0,0.53,0
0.53,1071,0,0.53,0
0.55,1072,0,0.55,0
0.53,1073,0,0.53,0
0.53,1074,0,0.53,0
0.5,1075,0,0.5,0
0.5,1076,0,0.5,0
0.51,1077,0,0.51,0
0.51,1078,0,0.51,0
0.49,1079,0,0,0.49
0.52,1080,0,0.52,0
0.53,1081,0,0.53,0
0.48,1082,0,0,0.48
0.57,1083,0,0.57,0
0.42,1084,0,0,0.42
0.5,1085,0,0.5,0
0.57,1086,0,0.57,0
0.46,1087,0,0,0.46
0.45,1088,0,0,0.45
0.47,1089,0,0,0.47
0.51,1090,0,0.51,0
0.47,1091,0,0,0.47
0.55,1092,0,0.55,0
0.48,1093,0,0,0.48
0.49,1094,0,0,0.49
0.59,1095,0,0.59,0
0.49,1096,0,0,0.49
0.53,1097,0,0.53,0
0.52,1098,0,0.52,0
0.42,1099,0,0,0.42
0.41,1100,0,0,0.41
0.49,1101,0,0,0.49
0.56,1102,0,0.56,0
0.47,1103,0,0,0.47
0.5,1104,0,0.5,0
0.43,1105,0,0,0.43
0.54,1106,0,0.54,0
0.4,1107,0,0,0.4
0.53,1108,0,0.53,0
0.54,1109,0,0.54,0
0.52,1110,0,0.52,0
0.64,1111,0,0.64,0
0.51,1112,0,0.51,0
0.5,1113,0,0.5,0
0.33,1114,0,0,0.33
0.6,1115,0,0.6,0
0.48,1116,0,0,0.48
0.49,1117,0,0,0.49
0.51,1118,0,0.51,0
0.57,1119,0,0.57,0
0.52,1120,0,0.52,0
0.56,1121,0,0.56,0
0.54,1122,0,0.54,0
0.59,1123,0,0.59,0
0.5,1124,0,0.5,0
0.62,1125,0,0.62,0
0.47,1126,0,0,0.47
0.46,1127,0,0,0.46
0.5,1128,0,0.5,0
0.44,1129,0,0,0.44
0.44,1130,0,0,0.44
0.4,1131,0,0,0.4
0.55,1132,0,0.55,0
0.5,1133,0,0.5,0
0.51,1134,0,0.51,0
0.58,1135,0,0.58,0
0.55,1136,0,0.55,0
0.5,1137,0,0.5,0
0.52,1138,0,0.52,0
0.49,1139,0,0,0.49
0.45,1140,0,0,0.45
0.57,1141,0,0.57,0
0.5,1142,0,0.5,0
0.51,1143,0,0.51,0
0.47,1144,0,0,0.47
0.46,1145,0,0,0.46
0.52,1146,0,0.52,0
0.56,1147,0,0.56,0
0.49,1148,0,0,0.49
0.48,1149,0,0,0.48
0.4,1150,0,0,0.4
0.46,1151,0,0,0.46
0.49,1152,0,0,0.49
0.54,1153,0,0.54,0
0.52,1154,0,0.52,0
0.58,1155,0,0.58,0
0.43,1156,0,0,0.43
0.42,1157,0,0,0.42
0.47,1158,0,0,0.47
0.5,1159,0,0.5,0
0.54,1160,0,0.54,0
0.51,1161,0,0.51,0
0.52,1162,0,0.52,0
0.48,1163,0,0,0.48
0.5,1164,0,0.5,0
0.4,1165,0,0,0.4
0.52,1166,0,0.52,0
0.53,1167,0,0.53,0
0.51,1168,0,0.51,0
0.54,1169,0,0.54,0
0.55,1170,0,0.55,0
0.42,1171,0,0,0.42
0.38,1172,0,0,0.38
0.53,1173,0,0.53,0
0.47,1174,0,0,0.47
0.5,1175,0,0.5,0
0.54,1176,0,0.54,0
0.57,1177,0,0.57,0
0.47,1178,0,0,0.47
0.44,1179,0,0,0.44
0.49,1180,0,0,0.49
0.44,1181,0,0,0.44
0.5,1182,0,0.5,0
0.53,1183,0,0.53,0
0.43,1184,0,0,0.43
0.52,1185,0,0.52,0
0.54,1186,0,0.54,0
0.57,1187,0,0.57,0
0.54,1188,0,0.54,0
0.41,1189,0,0,0.41
0.46,1190,0,0,0.46
0.58,1191,0,0.58,0
0.55,1192,0,0.55,0
0.53,1193,0,0.53,0
0.54,1194,0,0.54,0
0.49,1195,0,0,0.49
0.44,1196,0,0,0.44
0.54,1197,0,0.54,0
0.57,1198,0,0.57,0
0.57,1199,0,0.57,0
0.55,1200,0,0.55,0
0.5,1201,0,0.5,0
0.46,1202,0,0,0.46
0.45,1203,0,0,0.45
0.44,1204,0,0,0.44
0.51,1205,0,0.51,0
0.49,1206,0,0,0.49
0.49,1207,0,0,0.49
0.49,1208,0,0,0.49
0.46,1209,0,0,0.46
0.52,1210,0,0.52,0
0.51,1211,0,0.51,0
0.47,1212,0,0,0.47
0.53,1213,0,0.53,0
0.5,1214,0,0.5,0
0.45,1215,0,0,0.45
0.5,1216,0,0.5,0
0.43,1217,0,0,0.43
0.52,1218,0,0.52,0
0.52,1219,0,0.52,0
0.47,1220,0,0,0.47
0.45,1221,0,0,0.45
0.53,1222,0,0.53,0
0.58,1223,0,0.58,0
0.47,1224,0,0,0.47
0.44,1225,0,0,0.44
0.5,1226,0,0.5,0
0.56,1227,0,0.56,0
0.58,1228,0,0.58,0
0.5,1229,0,0.5,0
0.51,1230,0,0.51,0
0.55,1231,0,0.55,0
0.59,1232,0,0.59,0
0.45,1233,0,0,0.45
0.48,1234,0,0,0.48
0.48,1235,0,0,0.48
0.55,1236,0,0.55,0
0.53,1237,0,0.53,0
0.5,1238,0,0.5,0
0.51,1239,0,0.51,0
0.51,1240,0,0.51,0
0.61,1241,0,0.61,0
0.56,1242,0,0.56,0
0.45,1243,0,0,0.45
0.46,1244,0,0,0.46
0.51,1245,0,0.51,0
0.48,1246,0,0,0.48
0.56,1247,0,0.56,0
0.55,1248,0,0.55,0
0.54,1249,0,0.54,0
0.49,1250,0,0,0.49
0.43,1251,0,0,0.43
0.43,1252,0,0,0.43
0.54,1253,0,0.54,0
0.5,1254,0,0.5,0
0.46,1255,0,0,0.46
0.46,1256,0,0,0.46
0.53,1257,0,0.53,0
0.55,1258,0,0.55,0
0.52,1259,0,0.52,0
0.43,1260,0,0,0.43
0.53,1261,0,0.53,0
0.49,1262,0,0,0.49
0.49,1263,0,0,0.49
0.56,1264,0,0.56,0
0.53,1265,0,0.53,0
0.47,1266,0,0,0.47
0.43,1267,0,0,0.43
0.57,1268,0,0.57,0
0.4,1269,0,0,0.4
0.49,1270,0,0,0.49
0.51,1271,0,0.51,0
0.55,1272,0,0.55,0
0.5,1273,0,0.5,0
0.47,1274,0,0,0.47
0.51,1275,0,0.51,0
0.49,1276,0,0,0.49
0.53,1277,0,0.53,0
0.51,1278,0,0.51,0
0.58,1279,0,0.58,0
0.42,1280,0,0,0.42
0.53,1281,0,0.53,0
0.55,1282,0,0.55,0
0.55,1283,0,0.55,0
0.45,1284,0,0,0.45
0.52,1285,0,0.52,0
0.54,1286,0,0.54,0
0.44,1287,0,0,0.44
0.53,1288,0,0.53,0
0.4,1289,0,0,0.4
0.58,1290,0,0.58,0
0.5,1291,0,0.5,0
0.5,1292,0,0.5,0
0.52,1293,0,0.52,0
0.49,1294,0,0,0.49
0.56,1295,0,0.56,0
0.61,1296,0,0.61,0
0.53,1297,0,0.53,0
0.45,1298,0,0,0.45
0.49,1299,0,0,0.49
0.42,1300,0,0,0.42
0.58,1301,0,0.58,0
0.52,1302,0,0.52,0
0.44,1303,0,0,0.44
0.56,1304,0,0.56,0
0.53,1305,0,0.53,0
0.63,1306,0,0.63,0
0.52,1307,0,0.52,0
0.56,1308,0,0.56,0
0.47,1309,0,0,0.47
0.49,1310,0,0,0.49
0.55,1311,0,0.55,0
0.57,1312,0,0.57,0
0.56,1313,0,0.56,0
0.5,1314,0,0.5,0
0.55,1315,0,0.55,0
0.45,1316,0,0,0.45
0.56,1317,0,0.56,0
0.57,1318,0,0.57,0
0.41,1319,0,0,0.41
0.57,1320,0,0.57,0
0.54,1321,0,0.54,0
0.46,1322,0,0,0.46
0.52,1323,0,0.52,0
0.52,1324,0,0.52,0
0.51,1325,0,0.51,0
0.48,1326,0,0,0.48
0.5,1327,0,0.5,0
0.48,1328,0,0,0.48
0.48,1329,0,0,0.48
0.53,1330,0,0.53,0
0.45,1331,0,0,0.45
0.52,1332,0,0.52,0
0.48,1333,0,0,0.48
0.51,1334,0,0.51,0
0.51,1335,0,0.51,0
0.49,1336,0,0,0.49
0.55,1337,0,0.55,0
0.5,1338,0,0.5,0
0.46,1339,0,0,0.46
0.45,1340,0,0,0.45
0.43,1341,0,0,0.43
0.58,1342,0,0.58,0
0.55,1343,0,0.55,0
0.61,1344,0,0.61,0
0.49,1345,0,0,0.49
0.43,1346,0,0,0.43
0.47,1347,0,0,0.47
0.5,1348,0,0.5,0
0.6,1349,0,0.6,0
0.48,1350,0,0,0.48
0.56,1351,0,0.56,0
0.52,1352,0,0.52,0
0.44,1353,0,0,0.44
0.59,1354,0,0.59,0
0.54,1355,0,0.54,0
0.56,1356,0,0.56,0
0.51,1357,0,0.51,0
0.48,1358,0,0,0.48
0.55,1359,0,0.55,0
0.61,1360,0,0.61,0
0.46,1361,0,0,0.46
0.55,1362,0,0.55,0
0.49,1363,0,0,0.49
0.52,1364,0,0.52,0
0.44,1365,0,0,0.44
0.47,1366,0,0,0.47
0.46,1367,0,0,0.46
0.47,1368,0,0,0.47
0.52,1369,0,0.52,0
0.49,1370,0,0,0.49
0.55,1371,0,0.55,0
0.54,1372,0,0.54,0
0.53,1373,0,0.53,0
0.55,1374,0,0.55,0
0.59,1375,0,0.59,0
0.5,1376,0,0.5,0
0.44,1377,0,0,0.44
0.5,1378,0,0.5,0
0.45,1379,0,0,0.45
0.49,1380,0,0,0.49
0.51,1381,0,0.51,0
0.51,1382,0,0.51,0
0.45,1383,0,0,0.45
0.51,1384,0,0.51,0
0.56,1385,0,0.56,0
0.56,1386,0,0.56,0
0.51,1387,0,0.51,0
0.58,1388,0,0.58,0
0.51,1389,0,0.51,0
0.57,1390,0,0.57,0
0.5,1391,0,0.5,0
0.52,1392,0,0.52,0
0.45,1393,0,0,0.45
0.54,1394,0,0.54,0
0.51,1395,0,0.51,0
0.41,1396,0,0,0.41
0.48,1397,0,0,0.48
0.47,1398,0,0,0.47
0.46,1399,0,0,0.46
0.55,1400,0,0.55,0
0.52,1401,0,0.52,0
0.51,1402,0,0.51,0
0.49,1403,0,0,0.49
0.41,1404,0,0,0.41
0.53,1405,0,0.53,0
0.52,1406,0,0.52,0
0.47,1407,0,0,0.47
0.48,1408,0,0,0.48
0.47,1409,0,0,0.47
0.53,1410,0,0.53,0
0.49,1411,0,0,0.49
0.52,1412,0,0.52,0
0.46,1413,0,0,0.46
0.52,1414,0,0.52,0
0.53,1415,0,0.53,0
0.5,1416,0,0.5,0
0.54,1417,0,0.54,0
0.55,1418,0,0.55,0
0.56,1419,0,0.56,0
0.53,1420,0,0.53,0
0.57,1421,0,0.57,0
0.55,1422,0,0.55,0
0.44,1423,0,0,0.44
0.56,1424,0,0.56,0
0.49,1425,0,0,0.49
0.5,1426,0,0.5,0
0.5,1427,0,0.5,0
0.54,1428,0,0.54,0
0.52,1429,0,0.52,0
0.6,1430,0,0.6,0
0.57,1431,0,0.57,0
0.51,1432,0,0.51,0
0.46,1433,0,0,0.46
0.45,1434,0,0,0.45
0.49,1435,0,0,0.49
0.44,1436,0,0,0.44
0.52,1437,0,0.52,0
0.47,1438,0,0,0.47
0.54,1439,0,0.54,0
0.55,1440,0,0.55,0
0.56,1441,0,0.56,0
0.54,1442,0,0.54,0
0.43,1443,0,0,0.43
0.5,1444,0,0.5,0
0.48,1445,0,0,0.48
0.46,1446,0,0,0.46
0.45,1447,0,0,0.45
0.51,1448,0,0.51,0
0.5,1449,0,0.5,0
0.44,1450,0,0,0.44
0.53,1451,0,0.53,0
0.49,1452,0,0,0.49
0.49,1453,0,0,0.49
0.47,1454,0,0,0.47
0.58,1455,0,0.58,0
0.52,1456,0,0.52,0
0.49,1457,0,0,0.49
0.5,1458,0,0.5,0
0.46,1459,0,0,0.46
0.56,1460,0,0.56,0
0.57,1461,0,0.57,0
0.48,1462,0,0,0.48
0.48,1463,0,0,0.48
0.46,1464,0,0,0.46
0.55,1465,0,0.55,0
0.45,1466,0,0,0.45
0.61,1467,0,0.61,0
0.51,1468,0,0.51,0
0.53,1469,0,0.53,0
0.54,1470,0,0.54,0
0.51,1471,0,0.51,0
0.49,1472,0,0,0.49
0.44,1473,0,0,0.44
0.58,1474,0,0.58,0
0.58,1475,0,0.58,0
0.54,1476,0,0.54,0
0.58,1477,0,0.58,0
0.54,1478,0,0.54,0
0.49,1479,0,0,0.49
0.55,1480,0,0.55,0
0.52,1481,0,0.52,0
0.46,1482,0,0,0.46
0.46,1483,0,0,0.46
0.51,1484,0,0.51,0
0.55,1485,0,0.55,0
0.46,1486,0,0,0.46
0.51,1487,0,0.51,0
0.5,1488,0,0.5,0
0.52,1489,0,0.52,0
0.48,1490,0,0,0.48
0.55,1491,0,0.55,0
0.52,1492,0,0.52,0
0.48,1493,0,0,0.48
0.41,1494,0,0,0.41
0.45,1495,0,0,0.45
0.42,1496,0,0,0.42
0.48,1497,0,0,0.48
0.55,1498,0,0.55,0
0.51,1499,0,0.51,0
0.53,1500,0,0.53,0
0.45,1501,0,0,0.45
0.56,1502,0,0.56,0
0.47,1503,0,0,0.47
0.48,1504,0,0,0.48
0.52,1505,0,0.52,0
0.49,1506,0,0,0.49
0.48,1507,0,0,0.48
0.55,1508,0,0.55,0
0.53,1509,0,0.53,0
0.45,1510,0,0,0.45
0.45,1511,0,0,0.45
0.52,1512,0,0.52,0
0.55,1513,0,0.55,0
0.46,1514,0,0,0.46
0.53,1515,0,0.53,0
0.59,1516,0,0.59,0
0.53,1517,0,0.53,0
0.44,1518,0,0,0.44
0.51,1519,0,0.51,0
0.51,1520,0,0.51,0
0.56,1521,0,0.56,0
0.46,1522,0,0,0.46
0.48,1523,0,0,0.48
0.46,1524,0,0,0.46
0.57,1525,0,0.57,0
0.55,1526,0,0.55,0
0.44,1527,0,0,0.44
0.5,1528,0,0.5,0
0.47,1529,0,0,0.47
0.4,1530,0,0,0.4
0.55,1531,0,0.55,0
0.45,1532,0,0,0.45
0.51,1533,0,0.51,0
0.46,1534,0,0,0.46
0.57,1535,0,0.57,0
0.55,1536,0,0.55,0
0.41,1537,0,0,0.41
0.47,1538,0,0,0.47
0.47,1539,0,0,0.47
0.54,1540,0,0.54,0
0.46,1541,0,0,0.46
0.49,1542,0,0,0.49
0.49,1543,0,0,0.49
0.52,1544,0,0.52,0
0.5,1545,0,0.5,0
0.37,1546,0,0,0.37
0.48,1547,0,0,0.48
0.53,1548,0,0.53,0
0.59,1549,0,0.59,0
0.45,1550,0,0,0.45
0.49,1551,0,0,0.49
0.33,1552,0,0,0.33
0.49,1553,0,0,0.49
0.58,1554,0,0.58,0
0.45,1555,0,0,0.45
0.42,1556,0,0,0.42
0.52,1557,0,0.52,0
0.52,1558,0,0.52,0
0.49,1559,0,0,0.49
0.49,1560,0,0,0.49
0.44,1561,0,0,0.44
0.62,1562,0,0.62,0
0.41,1563,0,0,0.41
0.48,1564,0,0,0.48
0.44,1565,0,0,0.44
0.58,1566,0,0.58,0
0.54,1567,0,0.54,0
0.57,1568,0,0.57,0
0.48,1569,0,0,0.48
0.47,1570,0,0,0.47
0.52,1571,0,0.52,0
0.49,1572,0,0,0.49
0.57,1573,0,0.57,0
0.46,1574,0,0,0.46
0.51,1575,0,0.51,0
0.45,1576,0,0,0.45
0.45,1577,0,0,0.45
0.52,1578,0,0.52,0
0.47,1579,0,0,0.47
0.52,1580,0,0.52,0
0.51,1581,0,0.51,0
0.53,1582,0,0.53,0
0.57,1583,0,0.57,0
0.41,1584,0,0,0.41
0.5,1585,0,0.5,0
0.51,1586,0,0.51,0
0.56,1587,0,0.56,0
0.56,1588,0,0.56,0
0.64,1589,0,0.64,0
0.49,1590,0,0,0.49
0.49,1591,0,0,0.49
0.59,1592,0,0.59,0
0.46,1593,0,0,0.46
0.46,1594,0,0,0.46
0.44,1595,0,0,0.44
0.47,1596,0,0,0.47
0.54,1597,0,0.54,0
0.51,1598,0,0.51,0
0.4,1599,0,0,0.4
0.42,1600,0,0,0.42
0.49,1601,0,0,0.49
0.53,1602,0,0.53,0
0.46,1603,0,0,0.46
0.55,1604,0,0.55,0
0.38,1605,0,0,0.38
0.45,1606,0,0,0.45
0.5,1607,0,0.5,0
0.56,1608,0,0.56,0
0.54,1609,0,0.54,0
0.6,1610,0,0.6,0
0.53,1611,0,0.53,0
0.51,1612,0,0.51,0
0.52,1613,0,0.52,0
0.54,1614,0,0.54,0
0.52,1615,0,0.52,0
0.58,1616,0,0.58,0
0.37,1617,0,0,0.37
0.42,1618,0,0,0.42
0.57,1619,0,0.57,0
0.61,1620,0,0.61,0
0.39,1621,0,0,0.39
0.54,1622,0,0.54,0
0.43,1623,0,0,0.43
0.42,1624,0,0,0.42
0.53,1625,0,0.53,0
0.56,1626,0,0.56,0
0.42,1627,0,0,0.42
0.47,1628,0,0,0.47
0.52,1629,0,0.52,0
0.54,1630,0,0.54,0
0.47,1631,0,0,0.47
0.52,1632,0,0.52,0
0.49,1633,0,0,0.49
0.4,1634,0,0,0.4
0.47,1635,0,0,0.47
0.53,1636,0,0.53,0
0.59,1637,0,0.59,0
0.47,1638,0,0,0.47
0.48,1639,0,0,0.48
0.52,1640,0,0.52,0
0.51,1641,0,0.51,0
0.44,1642,0,0,0.44
0.54,1643,0,0.54,0
0.55,1644,0,0.55,0
0.48,1645,0,0,0.48
0.48,1646,0,0,0.48
0.44,1647,0,0,0.44
0.53,1648,0,0.53,0
0.48,1649,0,0,0.48
0.48,1650,0,0,0.48
0.43,1651,0,0,0.43
0.56,1652,0,0.56,0
0.45,1653,0,0,0.45
0.52,1654,0,0.52,0
0.41,1655,0,0,0.41
0.55,1656,0,0.55,0
0.48,1657,0,0,0.48
0.47,1658,0,0,0.47
0.42,1659,0,0,0.42
0.43,1660,0,0,0.43
0.51,1661,0,0.51,0
0.53,1662,0,0.53,0
0.43,1663,0,0,0.43
0.62,1664,0,0.62,0
0.53,1665,0,0.53,0
0.52,1666,0,0.52,0
0.47,1667,0,0,0.47
0.51,1668,0,0.51,0
0.54,1669,0,0.54,0
0.49,1670,0,0,0.49
0.58,1671,0,0.58,0
0.49,1672,0,0,0.49
0.65,1673,0,0.65,0
0.51,1674,0,0.51,0
0.51,1675,0,0.51,0
0.5,1676,0,0.5,0
0.44,1677,0,0,0.44
0.58,1678,0,0.58,0
0.44,1679,0,0,0.44
0.5,1680,0,0.5,0
0.43,1681,0,0,0.43
0.54,1682,0,0.54,0
0.52,1683,0,0.52,0
0.54,1684,0,0.54,0
0.56,1685,0,0.56,0
0.58,1686,0,0.58,0
0.54,1687,0,0.54,0
0.57,1688,0,0.57,0
0.5,1689,0,0.5,0
0.52,1690,0,0.52,0
0.47,1691,0,0,0.47
0.6,1692,0,0.6,0
0.49,1693,0,0,0.49
0.48,1694,0,0,0.48
0.52,1695,0,0.52,0
0.52,1696,0,0.52,0
0.66,1697,0,0.66,0
0.56,1698,0,0.56,0
0.43,1699,0,0,0.43
0.52,1700,0,0.52,0
0.4,1701,0,0,0.4
0.48,1702,0,0,0.48
0.45,1703,0,0,0.45
0.48,1704,0,0,0.48
0.46,1705,0,0,0.46
0.49,1706,0,0,0.49
0.53,1707,0,0.53,0
0.4,1708,0,0,0.4
0.47,1709,0,0,0.47
0.48,1710,0,0,0.48
0.42,1711,0,0,0.42
0.42,1712,0,0,0.42
0.53,1713,0,0.53,0
0.48,1714,0,0,0.48
0.49,1715,0,0,0.49
0.46,1716,0,0,0.46
0.5,1717,0,0.5,0
0.54,1718,0,0.54,0
0.44,1719,0,0,0.44
0.5,1720,0,0.5,0
0.46,1721,0,0,0.46
0.62,1722,0,0.62,0
0.4,1723,0,0,0.4
0.47,1724,0,0,0.47
0.48,1725,0,0,0.48
0.44,1726,0,0,0.44
0.52,1727,0,0.52,0
0.54,1728,0,0.54,0
0.57,1729,0,0.57,0
0.54,1730,0,0.54,0
0.48,1731,0,0,0.48
0.53,1732,0,0.53,0
0.52,1733,0,0.52,0
0.45,1734,0,0,0.45
0.61,1735,0,0.61,0
0.56,1736,0,0.56,0
0.53,1737,0,0.53,0
0.56,1738,0,0.56,0
0.43,1739,0,0,0.43
0.5,1740,0,0.5,0
0.41,1741,0,0,0.41
0.46,1742,0,0,0.46
0.5,1743,0,0.5,0
0.51,1744,0,0.51,0
0.51,1745,0,0.51,0
0.52,1746,0,0.52,0
0.54,1747,0,0.54,0
0.54,1748,0,0.54,0
0.54,1749,0,0.54,0
0.42,1750,0,0,0.42
0.53,1751,0,0.53,0
0.62,1752,0,0.62,0
0.6,1753,0,0.6,0
0.53,1754,0,0.53,0
0.47,1755,0,0,0.47
0.58,1756,0,0.58,0
0.52,1757,0,0.52,0
0.51,1758,0,0.51,0
0.44,1759,0,0,0.44
0.53,1760,0,0.53,0
0.45,1761,0,0,0.45
0.52,1762,0,0.52,0
0.57,1763,0,0.57,0
0.45,1764,0,0,0.45
0.48,1765,0,0,0.48
0.58,1766,0,0.58,0
0.52,1767,0,0.52,0
0.48,1768,0,0,0.48
0.52,1769,0,0.52,0
0.48,1770,0,0,0.48
0.48,1771,0,0,0.48
0.52,1772,0,0.52,0
0.55,1773,0,0.55,0
0.5,1774,0,0.5,0
0.57,1775,0,0.57,0
0.51,1776,0,0.51,0
0.58,1777,0,0.58,0
0.58,1778,0,0.58,0
0.55,1779,0,0.55,0
0.5,1780,0,0.5,0
0.44,1781,0,0,0.44
0.4,1782,0,0,0.4
0.54,1783,0,0.54,0
0.48,1784,0,0,0.48
0.48,1785,0,0,0.48
0.45,1786,0,0,0.45
0.52,1787,0,0.52,0
0.58,1788,0,0.58,0
0.51,1789,0,0.51,0
0.39,1790,0,0,0.39
0.55,1791,0,0.55,0
0.5,1792,0,0.5,0
0.47,1793,0,0,0.47
0.45,1794,0,0,0.45
0.48,1795,0,0,0.48
0.49,1796,0,0,0.49
0.49,1797,0,0,0.49
0.5,1798,0,0.5,0
0.47,1799,0,0,0.47
0.56,1800,0,0.56,0
0.44,1801,0,0,0.44
0.5,1802,0,0.5,0
0.53,1803,0,0.53,0
0.59,1804,0,0.59,0
0.51,1805,0,0.51,0
0.56,1806,0,0.56,0
0.49,1807,0,0,0.49
0.5,1808,0,0.5,0
0.46,1809,0,0,0.46
0.47,1810,0,0,0.47
0.51,1811,0,0.51,0
0.45,1812,0,0,0.45
0.5,1813,0,0.5,0
0.59,1814,0,0.59,0
0.53,1815,0,0.53,0
0.51,1816,0,0.51,0
0.44,1817,0,0,0.44
0.49,1818,0,0,0.49
0.52,1819,0,0.52,0
0.51,1820,0,0.51,0
0.42,1821,0,0,0.42
0.48,1822,0,0,0.48
0.54,1823,0,0.54,0
0.5,1824,0,0.5,0
0.51,1825,0,0.51,0
0.51,1826,0,0.51,0
0.5,1827,0,0.5,0
0.43,1828,0,0,0.43
0.43,1829,0,0,0.43
0.44,1830,0,0,0.44
0.5,1831,0,0.5,0
0.45,1832,0,0,0.45
0.52,1833,0,0.52,0
0.45,1834,0,0,0.45
0.56,1835,0,0.56,0
0.46,1836,0,0,0.46
0.52,1837,0,0.52,0
0.44,1838,0,0,0.44
0.41,1839,0,0,0.41
0.57,1840,0,0.57,0
0.53,1841,0,0.53,0
0.46,1842,0,0,0.46
0.54,1843,0,0.54,0
0.48,1844,0,0,0.48
0.55,1845,0,0.55,0
0.5,1846,0,0.5,0
0.58,1847,0,0.58,0
0.54,1848,0,0.54,0
0.49,1849,0,0,0.49
0.59,1850,0,0.59,0
0.5,1851,0,0.5,0
0.54,1852,0,0.54,0
0.54,1853,0,0.54,0
0.44,1854,0,0,0.44
0.47,1855,0,0,0.47
0.45,1856,0,0,0.45
0.44,1857,0,0,0.44
0.47,1858,0,0,0.47
0.46,1859,0,0,0.46
0.55,1860,0,0.55,0
0.44,1861,0,0,0.44
0.56,1862,0,0.56,0
0.45,1863,0,0,0.45
0.45,1864,0,0,0.45
0.52,1865,0,0.52,0
0.51,1866,0,0.51,0
0.57,1867,0,0.57,0
0.49,1868,0,0,0.49
0.56,1869,0,0.56,0
0.49,1870,0,0,0.49
0.46,1871,0,0,0.46
0.46,1872,0,0,0.46
0.52,1873,0,0.52,0
0.48,1874,0,0,0.48
0.55,1875,0,0.55,0
0.52,1876,0,0.52,0
0.52,1877,0,0.52,0
0.53,1878,0,0.53,0
0.44,1879,0,0,0.44
0.62,1880,0,0.62,0
0.46,1881,0,0,0.46
0.54,1882,0,0.54,0
0.55,1883,0,0.55,0
0.55,1884,0,0.55,0
0.57,1885,0,0.57,0
0.47,1886,0,0,0.47
0.53,1887,0,0.53,0
0.56,1888,0,0.56,0
0.39,1889,0,0,0.39
0.36,1890,0,0,0.36
0.52,1891,0,0.52,0
0.55,1892,0,0.55,0
0.43,1893,0,0,0.43
0.45,1894,0,0,0.45
0.48,1895,0,0,0.48
0.51,1896,0,0.51,0
0.48,1897,0,0,0.48
0.54,1898,0,0.54,0
0.46,1899,0,0,0.46
0.5,1900,0,0.5,0
0.46,1901,0,0,0.46
0.5,1902,0,0.5,0
0.51,1903,0,0.51,0
0.42,1904,0,0,0.42
0.52,1905,0,0.52,0
0.52,1906,0,0.52,0
0.54,1907,0,0.54,0
0.56,1908,0,0.56,0
0.5,1909,0,0.5,0
0.45,1910,0,0,0.45
0.56,1911,0,0.56,0
0.46,1912,0,0,0.46
0.49,1913,0,0,0.49
0.47,1914,0,0,0.47
0.54,1915,0,0.54,0
0.56,1916,0,0.56,0
0.58,1917,0,0.58,0
0.44,1918,0,0,0.44
0.57,1919,0,0.57,0
0.56,1920,0,0.56,0
0.51,1921,0,0.51,0
0.44,1922,0,0,0.44
0.52,1923,0,0.52,0
0.47,1924,0,0,0.47
0.58,1925,0,0.58,0
0.54,1926,0,0.54,0
0.54,1927,0,0.54,0
0.52,1928,0,0.52,0
